halId_s,version_i,uri_s,docType_s,nntId_s,title_s,authFullName_s,producedDate_s,domain_s,page_s,country_s,language_s,licence_s
hal-00893327,1,https://hal.archives-ouvertes.fr/hal-00893327,ART,,COMPUTER AIDS FOR TEACHING ANIMAL BREEDING,"P. M. Hocking,J. L. Foulley,P. H. Petersen,H. Schulte-Coerne,A. Zarnecki",1980,"0.sdv,1.sdv.gen,2.sdv.gen.ga",428-428,,fr,
hal-00893117,1,https://hal.archives-ouvertes.fr/hal-00893117,ART,,"Inventaire et conservation du matériel génétique animal de ferme en France et écodéveloppements : Une bibliographie signalétique\, 1961-1979","J.J. Lauvergne,R. Laurans",1979,"0.sdv,1.sdv.gen,2.sdv.gen.ga",165-185,,fr,
hal-00929272,1,https://hal.archives-ouvertes.fr/hal-00929272,ART,,Addition of animal and microbial lipases to curd. Effects on free fatty acid composition during ripening,"M De Felice,T Gomes,T De Leonardis",1991,"0.sdv,1.sdv.aen,0.sdv,1.sdv.ida",637-643,,en,
hal-00900809,1,https://hal.archives-ouvertes.fr/hal-00900809,ART,,DEVENIR DE L'OCHRATOXINE A DANS L'ORGANISME ANIMAL. I. -- TRANSPORT SANGUIN DE LA TOXINE CHEZ LE RAT,"P. Galtier,M. Alvinerie",1974,"0.sdv,1.sdv.bbm,2.sdv.bbm.bm,0.sdv,1.sdv.gen,2.sdv.gen.ga,0.sdv,1.sdv.bc,0.sdv,1.sdv.bc,2.sdv.bc.ic,0.sdv,1.sdv.mp,0.sdv,1.sdv.imm,0.sdv,1.sdv.neu,0.sdv,1.sdv.spee,0.sdv,1.sdv.ba",311-318,,fr,
hal-00900810,1,https://hal.archives-ouvertes.fr/hal-00900810,ART,,DEVENIR DE L'OCHRATOXINE A DANS L'ORGANISME ANIMAL. II. -- DISTRIBUTION TISSULAIRE ET ÉLIMINATION CHEZ LE RAT,"P. Galtier,M. Alvinerie",1974,"0.sdv,1.sdv.bbm,2.sdv.bbm.bm,0.sdv,1.sdv.gen,2.sdv.gen.ga,0.sdv,1.sdv.bc,0.sdv,1.sdv.bc,2.sdv.bc.ic,0.sdv,1.sdv.mp,0.sdv,1.sdv.imm,0.sdv,1.sdv.neu,0.sdv,1.sdv.spee,0.sdv,1.sdv.ba",319-328,,fr,
hal-01201080,1,https://hal.archives-ouvertes.fr/hal-01201080,ART,,Le temps et la construction du regard sur l’animal de rente. Ethnographie des pratiques et récits des éleveurs bretons,Angela Procoli,2004,"0.shs,1.shs.hist,0.shs,1.shs.socio,0.shs,1.shs.eco",91-113,,fr,
hal-00900653,1,https://hal.archives-ouvertes.fr/hal-00900653,ART,,"RECHERCHES SUR LE PASSAGE DE BACTÉRIES PATHOGÈNES POUR LES INVERTÉBRÉS ET LES VERTÉBRÉS (HOMME\, ANIMAL)\, A TRAVERS LE TUBE DIGESTIF DE DICTYOPTÈRES DISSÉMINATEURS (EXPÉRIENCES SUR BLABERA FUSCA)","J. Clot,C. Vago",1970,"0.sdv,1.sdv.bbm,2.sdv.bbm.bm,0.sdv,1.sdv.gen,2.sdv.gen.ga,0.sdv,1.sdv.bc,0.sdv,1.sdv.bc,2.sdv.bc.ic,0.sdv,1.sdv.mp,0.sdv,1.sdv.imm,0.sdv,1.sdv.neu,0.sdv,1.sdv.spee,0.sdv,1.sdv.ba",31-40,,fr,
hal-00887646,1,https://hal.archives-ouvertes.fr/hal-00887646,ART,,Microclimates and animal performances in five pig fattening houses,"B. De La Farge,C. Texier,A. Fournaraki,R. Granier",1976,"0.sdv,1.sdv.sa,2.sdv.sa.zoo",456-456,,fr,
hal-00888168,1,https://hal.archives-ouvertes.fr/hal-00888168,ART,,Animal fat enrichment of diets based on barley in piglets and bacon pigs,"J. Castaing,J. Fekete,F. Grosjean,M. Leuillet",1982,"0.sdv,1.sdv.sa,2.sdv.sa.zoo",330-331,,fr,
hal-00890061,1,https://hal.archives-ouvertes.fr/hal-00890061,ART,,Analysis of the relationship between land use and the parasitism of sheep during their transhumance,"Lucas Gruner,Christine Sauvé,Chantal Boulard,Maurice Calamel",2006,"0.sdv,1.sdv.sa,2.sdv.sa.zoo",177-188,,en,
hal-00890083,1,https://hal.archives-ouvertes.fr/hal-00890083,ART,,Rearing conditions during the force-feeding period in male mule ducks and their impact upon stress and welfare,"Daniel Guémené,Gérard Guy,Jérôme Noirault,Nicolas Destombes,Jean-Michel Faure",2006,"0.sdv,1.sdv.sa,2.sdv.sa.zoo",443-458,,en,
hal-00890064,1,https://hal.archives-ouvertes.fr/hal-00890064,ART,,Between-herd movements of cattle as a tool for evaluating the risk of introducing infected animals,"Pauline Ezanno,Christine Fourichon,François Beaudeau,Henri Seegers",2006,"0.sdv,1.sdv.sa,2.sdv.sa.zoo",189-208,,en,
hal-00890055,1,https://hal.archives-ouvertes.fr/hal-00890055,ART,,Effects of preconditioning and extrusion of linseed on the ruminal biohydrogenation of fatty acids. 1. In vivo studies,"Fowad Akraim,Marie-Claude Nicot,Pierre Weill,Francis Enjalbert",2006,"0.sdv,1.sdv.sa,2.sdv.sa.zoo",83-91,,en,
hal-00890052,1,https://hal.archives-ouvertes.fr/hal-00890052,ART,,Mapping quantitative trait Loci for ordinal traits using the generalized linear model in half-sib designs,"Zong-Jun Yin,Qin Zhang",2006,"0.sdv,1.sdv.sa,2.sdv.sa.zoo",245-255,,en,
hal-00890068,1,https://hal.archives-ouvertes.fr/hal-00890068,ART,,Repeated regrouping of pair-housed heifers around puberty affects their behavioural and HPA axis reactivities,"Satu Raussi,Alain Boissy,Stéphane Andanson,Jutta Kaihilahti,Philippe Pradel,Isabelle Veissier",2006,"0.sdv,1.sdv.sa,2.sdv.sa.zoo",131-144,,en,
hal-00890062,1,https://hal.archives-ouvertes.fr/hal-00890062,ART,,Meat quality in an intergeneric factorial crossbreeding between muscovy (Cairina moschata) and Pekin (Anas platyrhynchos) ducks,"Catherine Larzul,Benoit Imbert,Marie-Dominique Bernadet,Gérard Guy,Hervé Rémignon",2006,"0.sdv,1.sdv.sa,2.sdv.sa.zoo",219-229,,en,
hal-00890057,1,https://hal.archives-ouvertes.fr/hal-00890057,ART,,Analysis of temperament development during the fattening period in the semi-feral bovine calves of the Alberes Massif,"Marta Fina,Joaquim Casellas,Xavier Manteca,Jesús Piedrafita",2006,"0.sdv,1.sdv.sa,2.sdv.sa.zoo",389-395,,en,
hal-00890075,1,https://hal.archives-ouvertes.fr/hal-00890075,ART,,Principal components analysis applied to performance and carcass traits in the chicken,"Luís Fernando Batista Pinto,Irineu Umberto Packer,Cláudio Manoel Rodrigues de Melo,Mônica Corrêa Ledur,Luiz Lehmann Coutinho",2006,"0.sdv,1.sdv.sa,2.sdv.sa.zoo",419-425,,en,
hal-00890037,1,https://hal.archives-ouvertes.fr/hal-00890037,ART,,Multiple mating and paternity determinations in domestic swine (Sus scrofa),"Ulises Aguilera-Reyes,Guadalupe Zavala-Páramo,Juan José Valdez-Alarcón,Horacio Cano-Camacho,Georgina I. García-López,Nazario Pescador-Salas",2006,"0.sdv,1.sdv.sa,2.sdv.sa.zoo",409-417,,en,
hal-00890095,1,https://hal.archives-ouvertes.fr/hal-00890095,ART,,Adaptive abilities of the females and sustainability of ruminant livestock systems. A review,"Fabienne Blanc,François Bocquier,Jacques Agabriel,Pascal d'Hour,Yves Chilliard",2006,"0.sdv,1.sdv.sa,2.sdv.sa.zoo",489-510,,en,
hal-00890080,1,https://hal.archives-ouvertes.fr/hal-00890080,ART,,Walk and trot in the horse at driving: kinematic adaptation of its natural gaits,"Francisco Miró,Joaquín Vivo,Rosario Cano,Andrés Diz,Alfonso Martínez Galisteo",2006,"0.sdv,1.sdv.sa,2.sdv.sa.zoo",603-613,,en,
hal-00886477,1,https://hal.archives-ouvertes.fr/hal-00886477,ART,,Recycling biosolids and lake-dredged materials to pasture-based animal agriculture: alternative nutrient sources for forage productivity and sustainability. A review,Gilbert C. Sigua,2009,"0.sdv,1.sdv.sa,0.sdv,1.sdv.ee",143-160,,en,
hal-00890087,1,https://hal.archives-ouvertes.fr/hal-00890087,ART,,"DOD incidence in thoroughbred foals between 23 and 45 weeks of age - growth\, nutrition and genetic factors","Joana Nery,Gilberto Schelino,Jeremiah A. O'Sullivan,Giovanni Perona,Domenico Bergero",2006,"0.sdv,1.sdv.sa,2.sdv.sa.zoo",591-601,,en,
hal-00890088,1,https://hal.archives-ouvertes.fr/hal-00890088,ART,,"Rumen pH\, NH$_{3}$-N concentration and forage degradation kinetics of cows grazing temperate pastures and supplemented with different sources of grain","Cecilia Cajarville,Martín Aguerre,José Luis Repetto",2006,"0.sdv,1.sdv.sa,2.sdv.sa.zoo",511-520,,en,
hal-00890089,1,https://hal.archives-ouvertes.fr/hal-00890089,ART,,Effects of mountain grassland maturity stage and grazing management on carotenoids in sward and cow's milk,"Francisco Calderón,Gabriele Tornambé,Bruno Martin,Philippe Pradel,Béatrice Chauveau-Duriot,Pierre Nozière",2006,"0.sdv,1.sdv.sa,2.sdv.sa.zoo",533-544,,en,
hal-00890090,1,https://hal.archives-ouvertes.fr/hal-00890090,ART,,Effect of gastrointestinal nematodes on ovulation rate of merino Booroola heterozygote ewes (Fec$^{\\bf B}$ Fec$^{+}$),"Daniel Fernández-Abella,Zully Hernández,Nelson Villegas",2006,"0.sdv,1.sdv.sa,2.sdv.sa.zoo",545-550,,en,
hal-00890091,1,https://hal.archives-ouvertes.fr/hal-00890091,ART,,Effects of preconditioning and extrusion of linseed on the ruminal biohydrogenation of fatty acids. 2. In vitro and in situ studies,"Fowad Akraim,Marie-Claude Nicot,Pierre Weill,Francis Enjalbert",2006,"0.sdv,1.sdv.sa,2.sdv.sa.zoo",261-271,,en,
hal-00890063,1,https://hal.archives-ouvertes.fr/hal-00890063,ART,,Reproductive performance of capybaras (Hydrochoerus hydrochaeris) in captivity under different management systems in Argentina,"Martin R. Alvarez,Fernando O. Kravetz",2006,"0.sdv,1.sdv.sa,2.sdv.sa.zoo",153-164,,en,
hal-00890071,1,https://hal.archives-ouvertes.fr/hal-00890071,ART,,"Effects of oxygen supplementation during the last stage of incubation on broiler performance\, ascites susceptibility and some physiological traits","Umran Sahan,Aydın Ipek,Ozge Altan,Bilgehan Yilmaz-Dikmen",2006,"0.sdv,1.sdv.sa,2.sdv.sa.zoo",145-152,,en,
hal-00890073,1,https://hal.archives-ouvertes.fr/hal-00890073,ART,,Extensive reproductive rhythm and early weaning improve body condition and fertility of rabbit does,"Alexandre Feugier,Laurence Fortun-Lamothe",2006,"0.sdv,1.sdv.sa,2.sdv.sa.zoo",459-470,,en,
hal-00890086,1,https://hal.archives-ouvertes.fr/hal-00890086,ART,,"Effects of overfeeding on lipid synthesis\, transport and storage in two breeds of geese differing in their capacity for fatty liver production","Jacques Mourot,Gérard Guy,Philippe Peiniau,Non Renseigné",2006,"0.sdv,1.sdv.sa,2.sdv.sa.zoo",427-442,,en,
hal-00890092,1,https://hal.archives-ouvertes.fr/hal-00890092,ART,,Energy cost of ingesting and excreting indigestible material in growing pigs is minimal,"Cornelis De Lange,Jaap Van Milgen,Serge Dubois,Jean Noblet",2006,"0.sdv,1.sdv.sa,2.sdv.sa.zoo",551-562,,en,
hal-00890079,1,https://hal.archives-ouvertes.fr/hal-00890079,ART,,Differences in skin characteristics in European (Large White) and Caribbean (Creole) growing pigs with reference to thermoregulation,"David Renaudeau,Michèle Leclercq-Smekens,Michel Herin",2006,"0.sdv,1.sdv.sa,2.sdv.sa.zoo",209-217,,en,
hal-00890046,1,https://hal.archives-ouvertes.fr/hal-00890046,ART,,Less intensified grazing management with growing fattening bulls,"Francisco Dieguez Cameroni,Jean-Luc Hornick,Jean-François Cabaraux,Louis Istasse,Isabelle Dufrasne",2006,"0.sdv,1.sdv.sa,2.sdv.sa.zoo",105-120,,en,
hal-00890059,1,https://hal.archives-ouvertes.fr/hal-00890059,ART,,Malic acid combined with heat treatment to protect protein from soybean meal against rumen degradation,"Mahfoud Ouarti,Javier González,Luis Filipe Jorge Fernandes,Maria Remedios Alvir,Carlos Alberto Rodríguez",2006,"0.sdv,1.sdv.sa,2.sdv.sa.zoo",165-175,,en,
hal-00890084,1,https://hal.archives-ouvertes.fr/hal-00890084,ART,,Use of carbohydrases in corn-soybean meal based grower-finisher pig diets,"Sung Woo Kim,Jin H. Zhang,Kevin T. Soltwedel,Darrell A. Knabe",2006,"0.sdv,1.sdv.sa,2.sdv.sa.zoo",563-578,,en,
hal-00890065,1,https://hal.archives-ouvertes.fr/hal-00890065,ART,,Comparative genetic analysis between red-legged partridges (Alectoris rufa) and chukar partridges (A. chukar): identification of single-nucleotide polymorphisms,"Cristina Belén García,María Victoria Arruga",2006,"0.sdv,1.sdv.sa,2.sdv.sa.zoo",335-342,,en,
hal-00901616,1,https://hal.archives-ouvertes.fr/hal-00901616,ART,,METHODOLOGY OF FARM ANIMAL BEHAVIOUR STUDIES. REPORT OF A DISCUSSION MEETING,"R. Dantzer,D.J. Mcfarland,J.P. Signoret,J.Y. Gauthier",1986,"0.sdv,1.sdv.bbm,2.sdv.bbm.bm,0.sdv,1.sdv.gen,2.sdv.gen.ga,0.sdv,1.sdv.bc,0.sdv,1.sdv.bc,2.sdv.bc.ic,0.sdv,1.sdv.mp,0.sdv,1.sdv.imm,0.sdv,1.sdv.neu,0.sdv,1.sdv.spee,0.sdv,1.sdv.ba",95-98,,fr,
medihal-01186126,1,https://medihal.archives-ouvertes.fr/medihal-01186126,IMG,,Cheval et véhicule motorisé,Pascale Delpech,2014-07-18,"0.shs,1.shs.anthro-se",,cn,und,http://creativecommons.org/licenses/by-nc-nd/
hal-00886766,1,https://hal.archives-ouvertes.fr/hal-00886766,ART,,ÉVOLUTION DE L'ANABOLISME GRAVIDIQUE CHEZ LA TRUIE EN FONCTION DE L'ÂGE DE L'ANIMAL,"P. Rombauts,Ginette LÉpine,Françoise Thuret,J. M. Boisseau",1962,"0.sdv,1.sdv.sa,2.sdv.sa.zoo",39-51,,fr,
hal-00896250,1,https://hal.archives-ouvertes.fr/hal-00896250,ART,,INTESTIN GRÊLE DU PORC. II. -- STRUCTURE HISTOLOGIQUE DES PAROIS ET PLUS PARTICULIÈREMENT DE LA TUNIQUE MUQUEUSE EN FONCTION DE L'AGE DE L'ANIMAL,N. Vodovar,1964,"0.sdv,1.sdv.ba,0.sdv,1.sdv.bbm,2.sdv.bbm.bc,0.sdv,1.sdv.bbm,2.sdv.bbm.bp",113-139,,fr,
hal-00896122,1,https://hal.archives-ouvertes.fr/hal-00896122,ART,,Emissions annuelles de méthane d'origine digestive par les bovins en France. Variations selon le type d'animal et le niveau de production,M. Vermorel,1995,"0.sdv,1.sdv.sa,2.sdv.sa.spa",265-272,,fr,
hal-00888716,1,https://hal.archives-ouvertes.fr/hal-00888716,ART,,Caractérisation des chevaux de concours hippique français d'après leur estimation génétique par un BLUP modèle animal,A Tavernier,1990,"0.sdv,1.sdv.sa,2.sdv.sa.zoo",27-44,,fr,
hal-00889712,1,https://hal.archives-ouvertes.fr/hal-00889712,ART,,"Capacités de travail du zébu\, de l'âne et du cheval au Nord-Cameroun. Concept d'adéquation du couple animal-outil",Éric Vall,1998,"0.sdv,1.sdv.sa,2.sdv.sa.zoo",41-58,,fr,
hal-00889323,1,https://hal.archives-ouvertes.fr/hal-00889323,ART,,The Effects of saponins from Sapindus Rarakfruit on rumen microbes and host animal growth,"A Thalib,Y Widiawati,H Hamid,D Suherman,M Sabrani",1995,"0.sdv,1.sdv.sa,2.sdv.sa.zoo",161-161,,fr,
hal-00889419,1,https://hal.archives-ouvertes.fr/hal-00889419,ART,,Effects of herbage allowance and animal factors on intake by grazing dairy cows,"Jl Peyraud,E Comeron,M Wade",1995,"0.sdv,1.sdv.sa,2.sdv.sa.zoo",260-260,,fr,
hal-00889597,1,https://hal.archives-ouvertes.fr/hal-00889597,ART,,Corn stubble grazing by steers after mechanical grain harvest. 2. Animal diet selectivity through grazing periods,"Ja Josifovich,Oj Scheneiter",1996,"0.sdv,1.sdv.sa,2.sdv.sa.zoo",84-84,,fr,
hal-00889383,1,https://hal.archives-ouvertes.fr/hal-00889383,ART,,Relation between in sacco rumen degradable protein and in vivo digestible protein of different diets in three animal species,"F Martillotti,S Bartocci,A Amici,S Terramoccia",1995,"0.sdv,1.sdv.sa,2.sdv.sa.zoo",221-221,,fr,
hal-00888586,1,https://hal.archives-ouvertes.fr/hal-00888586,ART,,Effect of addition of animal or vegetable fat to a hay based diet on digestibility and nitrogen balance in the lactating goat,R. Daccord,1987,"0.sdv,1.sdv.sa,2.sdv.sa.zoo",329-329,,fr,
hal-00888715,1,https://hal.archives-ouvertes.fr/hal-00888715,ART,,Integrated control of air and floor temperature in piglet houses: animal and engineering aspects,"R Geers,V Goedseels,G Parduyns,P Nijns,P Wouters,L Bosschaerts",1990,"0.sdv,1.sdv.sa,2.sdv.sa.zoo",19-25,,fr,
hal-00889472,1,https://hal.archives-ouvertes.fr/hal-00889472,ART,,Effect of soil-plant-animal mineral interactions in the genesis of puerperal haemoglobinuria in dairy animals,"Ss Randhawa,Cl Arora,Bp Joshi",1995,"0.sdv,1.sdv.sa,2.sdv.sa.zoo",313-313,,fr,
hal-00889554,1,https://hal.archives-ouvertes.fr/hal-00889554,ART,,"The effect of daily herbage allowance\, herbage mass and animal factors upon herbage intake by grazing dairy cows","Jl Peyraud,Ea Comeron,Mh Wade,G Lemaire",1996,"0.sdv,1.sdv.sa,2.sdv.sa.zoo",201-217,,fr,
hal-00889296,1,https://hal.archives-ouvertes.fr/hal-00889296,ART,,Rotational grazing of dairy cows : effect of grazing intervals on animal and grass production,"F Chenais,R Espinasse,M Leroux",1995,"0.sdv,1.sdv.sa,2.sdv.sa.zoo",132-132,,fr,
hal-00889091,1,https://hal.archives-ouvertes.fr/hal-00889091,ART,,Use of n-alkanes to estimate between animal variations in forage digestibility,"R Ferrer,M Petit,J Lassalas,G Béchet",1994,"0.sdv,1.sdv.sa,2.sdv.sa.zoo",26s-27s,,fr,
hal-00532450,1,https://hal.archives-ouvertes.fr/hal-00532450,ART,,Distribution of integrons and SGI1 among antibiotic resistant isolates of animal origin,"H. Havlickova,H. Hradecka,I. Bernardyova,I. Rychlik",2008-11-12,,193,,en,
hal-00532399,1,https://hal.archives-ouvertes.fr/hal-00532399,ART,,Spoligotype diversity of and animal isolates,"E.L. Duarte,M. Domingos,A. Amado,A. Botelho",2008-07-16,,415,,en,
hal-00902567,1,https://hal.archives-ouvertes.fr/hal-00902567,ART,,Necrotoxic Escherichia coli (NTEC): two emerging categories of human and animal pathogens,"Jean De Rycke,Alain Milon.,Eric Oswald",1999,"0.sdv,1.sdv.bbm,2.sdv.bbm.bm,0.sdv,1.sdv.gen,2.sdv.gen.ga,0.sdv,1.sdv.bc,0.sdv,1.sdv.bc,2.sdv.bc.ic,0.sdv,1.sdv.mp,0.sdv,1.sdv.imm,0.sdv,1.sdv.neu,0.sdv,1.sdv.spee,0.sdv,1.sdv.ba",221-233,,fr,
hal-00902121,1,https://hal.archives-ouvertes.fr/hal-00902121,ART,,Actinomyces pyogenes: susceptibility of 103 clinical animal isolates to 22 antimicrobial agents,"V Guérin-Faublée,Jp Flandrois,E Broye,F Tupin,Y Richard",1993,"0.sdv,1.sdv.bbm,2.sdv.bbm.bm,0.sdv,1.sdv.gen,2.sdv.gen.ga,0.sdv,1.sdv.bc,0.sdv,1.sdv.bc,2.sdv.bc.ic,0.sdv,1.sdv.mp,0.sdv,1.sdv.imm,0.sdv,1.sdv.neu,0.sdv,1.sdv.spee,0.sdv,1.sdv.ba",251-259,,fr,
hal-00894541,1,https://hal.archives-ouvertes.fr/hal-00894541,ART,,Analysis of rabbit doe longevity using a semiparametric log-Normal animal frailty model with time-dependent covariates,"Juan Pablo Sánchez,Inge Riis Korsgaard,Non Renseigné,Manuel Baselga",2006,"0.sdv,1.sdv.gen,2.sdv.gen.ga",281-295,,en,
hal-00894524,1,https://hal.archives-ouvertes.fr/hal-00894524,ART,,Variance components for survival of piglets at farrowing using a reduced animal model,"Ian M.S. White,Non Renseigné,Sue Brotherstone",2006,"0.sdv,1.sdv.gen,2.sdv.gen.ga",359-370,,en,
hal-00893811,1,https://hal.archives-ouvertes.fr/hal-00893811,ART,,Likelihood inferences in animal breeding under selection: a missing-data theory view point,"S. Im,R.L. Fernando,D. Gianola",1989,"0.sdv,1.sdv.gen,2.sdv.gen.ga",399-414,,fr,
hal-00894077,1,https://hal.archives-ouvertes.fr/hal-00894077,ART,,Estimating variances and covariances for bivariate animal models using scaling and transformation,"R Thompson,Re Crump,J Juga,Pm Visscher",1995,"0.sdv,1.sdv.gen,2.sdv.gen.ga",33-42,,fr,
hal-00893806,1,https://hal.archives-ouvertes.fr/hal-00893806,ART,,Restricted maximum likelihood to estimate variance components for animal models with several random effects using a derivative-free algorithm,K. Meyer,1989,"0.sdv,1.sdv.gen,2.sdv.gen.ga",317-340,,fr,
hal-00894099,1,https://hal.archives-ouvertes.fr/hal-00894099,ART,,Prediction of breeding values with additive animal models for crosses from 2 populations,"Rjc Cantet,Rl Fernando",1995,"0.sdv,1.sdv.gen,2.sdv.gen.ga",323-334,,fr,
hal-00894154,1,https://hal.archives-ouvertes.fr/hal-00894154,ART,,A reduced animal model approach to predicting total additive genetic merit for marker-assisted selection,"S Saito,H Iwaisaki",1997,"0.sdv,1.sdv.gen,2.sdv.gen.ga",25-34,,fr,
hal-00894608,1,https://hal.archives-ouvertes.fr/hal-00894608,ART,,Detection and modelling of time-dependent QTL in animal populations,"Mogens S. Lund,Peter Sorensen,Per Madsen,Non Renseigné",2008,"0.sdv,1.sdv.gen,2.sdv.gen.ga",177-194,,en,
hal-00894158,1,https://hal.archives-ouvertes.fr/hal-00894158,ART,,An 'average information' restricted maximum likelihood algorithm for estimating reduced rank genetic covariance matrices or covariance functions for animal models with equal design matrices,K Meyer,1997,"0.sdv,1.sdv.gen,2.sdv.gen.ga",97-116,,fr,
hal-01479234,1,https://hal.archives-ouvertes.fr/hal-01479234,ART,,Commentary on the 6th International Symposium of Animal Functional Genomics,"Paolo Ajmone-Marsan,Alessandra Stella",2016-12,0.sdv,97,,en,
hal-00894106,1,https://hal.archives-ouvertes.fr/hal-00894106,ART,,Inequality of maximum a posteriori estimators with equivalent sire and animal models for threshold traits,M Mayer,1995,"0.sdv,1.sdv.gen,2.sdv.gen.ga",423-435,,fr,
hal-00899679,1,https://hal.archives-ouvertes.fr/hal-00899679,ART,,The metabolism and availability of essential fatty acids in animal and human tissues,"J Bézard,Jp Blond,A Bernard,P Clouet",1994,"0.sdv,1.sdv.bdlr,0.sdv,1.sdv.aen,0.sdv,1.sdv.bdd",539-568,,fr,
hal-00900326,1,https://hal.archives-ouvertes.fr/hal-00900326,ART,,Non-digestible oligosaccharides used as prebiotic agents: mode of production and beneficial effects on animal and human health,"Damien Grizard,Chantal Barthomeuf",1999,"0.sdv,1.sdv.bdlr,0.sdv,1.sdv.aen,0.sdv,1.sdv.bdd",563-588,,fr,
hal-00899477,1,https://hal.archives-ouvertes.fr/hal-00899477,ART,,Adaptation du métabolisme énergétique des ruminants à la sous-alimentation. Quantification au niveau de l'animal entier et de tissus corporels,I Ortigues,1991,"0.sdv,1.sdv.bdlr,0.sdv,1.sdv.aen,0.sdv,1.sdv.bdd",593-616,,fr,
hal-00900340,1,https://hal.archives-ouvertes.fr/hal-00900340,ART,,"French-Polish Symposium: Animal and growth development: Regulatory mechanisms\, Paris\, 25-26 September 2002","P. Guilloteau,T. Motyl,R. Zabielski",2002,"0.sdv,1.sdv.bdlr,0.sdv,1.sdv.aen,0.sdv,1.sdv.bdd",479-481,,en,
hal-00899423,1,https://hal.archives-ouvertes.fr/hal-00899423,ART,,Détermination in vivo des flux de synthèse et d'absorption du cholestérol chez l'animal et l'homme par méthodes de modélisation,. T Magot,1991,"0.sdv,1.sdv.bdlr,0.sdv,1.sdv.aen,0.sdv,1.sdv.bdd",301-301,,fr,
